"","V1","mRRYield","mRRFe","mRRprotein","mRRZn","mRRB","mRRCa","mRRCu","mRRK","mRRMg","mRRMn","mRRN","mRRP","mRRS","Location","Year","Crop","Watering","Fert","TOS","Cv"
"15","Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Clark ",NA,"0.925762711864407",NA,"1.03556771545828","0.938717067583047","0.94165170556553","0.961538461538461","1.00791556728232","0.936936936936937","0.907509157509158","1.02448657187994","1.04102316602317","0.994252873563218","Champaign__Illinois","2004","soybean","Dry","Low","27/05/2000","Clark"
"16","Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Dwight ",NA,"0.96756937479104",NA,"0.947972972972973","1.00233372228705","0.912096774193548","0.93109243697479","0.971241830065359","0.945295404814004","1.0104620749782","1.05832628909552","0.978001833180568","0.982352941176471","Champaign__Illinois","2004","soybean","Dry","Low","27/05/2000","Dwight"
"17","Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Flyer ",NA,"0.977900552486188",NA,"0.954802259887006","0.939480097481722","0.946261682242991","0.943298969072165","1.02310536044362","0.996231155778894","1.0225321888412","1.00859453993933","1.07073329007138","0.9675","Champaign__Illinois","2004","soybean","Dry","Low","27/05/2000","Flyer"
"18","Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Loda ",NA,"0.964748418198253",NA,"0.914798206278027","0.93812375249501","0.899590163934426","0.909688013136289","0.970783532536521","0.952076677316294","0.971070395371263","1.02723577235772","1.00600343053173","0.980876494023904","Champaign__Illinois","2004","soybean","Dry","Low","27/05/2000","Loda"
"19","Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Pana ",NA,"0.971715328467153",NA,"0.913094539048737","0.924134139637163","0.964824120603015","0.91969696969697","0.981792717086835","0.965336134453782","0.990671641791045","1.02594728171334","0.941278065630397","0.978947368421053","Champaign__Illinois","2004","soybean","Dry","Low","27/05/2000","Pana"
"20","Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer ",NA,"0.971467858370574",NA,"0.979020979020979","0.936111111111111","0.889800703399766","0.916071428571429","1.00386597938144","0.976442873969376","1.02839756592292","1.01698841698842","1.05288673424416","0.960062646828504","Champaign__Illinois","2004","soybean","Dry","Low","27/05/2000","Spencer"
"21","Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams ",NA,"0.902183502426114",NA,"0.961106115107914","0.915860014892033","0.91049798115747","0.933928571428571","0.981481481481482","0.950738916256158","0.924671052631579","1.01303317535545","1.0463368816531","0.958730158730159","Champaign__Illinois","2004","soybean","Dry","Low","27/05/2000","Williams"
"22","Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana ",NA,"1.02987637362637",NA,"0.969040247678019","0.969001148105626","0.880668257756563","0.947626841243862","1.06027397260274","0.974039460020768","0.963366336633663","0.975677830940989","1.03157031570316","0.976210705182668","Champaign__Illinois","2006","soybean","Dry","Low","24/05/2002","Pana"
"23","Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana ",NA,"0.91579594345421",NA,"0.938242280285036","0.963560334528077","0.944107744107744","0.958904109589041","0.952624839948784","0.935357492654261","0.882648784576697","1.00954356846473","0.930561330561331","0.960636515912898","Champaign__Illinois","2007","soybean","Dry","Low","21/05/2003","Pana"
"24","Champaign__Illinois 2008 Corn Dry Low NA Cv34B43 ",NA,"0.989655172413793",NA,"0.88135593220339","1.13218390804598","1.0952380952381","1.02816901408451","0.978571428571429","0.914893617021276","0.973509933774834","1.07068062827225","0.904045155221073","1.08139534883721","Champaign__Illinois","2008","Corn","Dry","Low","NA","Cv34B43"
"25","Champaign__Illinois 2008 Corn Dry Low NA DKC61-19 ",NA,"0.978723404255319",NA,"0.970705725699068","0.982954545454545","1.0625","0.959459459459459","0.968992248062015","0.946835443037975","1","0.988980716253444","0.935860058309038","1.03561643835616","Champaign__Illinois","2008","Corn","Dry","Low","NA","DKC61-19"
"26","Champaign__Illinois 2008 Corn Dry Medium NA Cv34B43 ",NA,"0.932952924393723",NA,"0.92797783933518","1.02873563218391","0.769230769230769","0.868686868686869","0.96969696969697","0.907563025210084","0.865384615384615","0.882716049382716","0.927813163481953","0.981865284974093","Champaign__Illinois","2008","Corn","Dry","Medium","NA","Cv34B43"
"27","Champaign__Illinois 2008 Corn Dry Medium NA DKC61-19 ",NA,"0.872531418312388",NA,"1.01560468140442","1.05625","1","0.770833333333333","0.975806451612903","1.00516795865633","1","0.885106382978724","0.950787401574803","0.989873417721519","Champaign__Illinois","2008","Corn","Dry","Medium","NA","DKC61-19"
"28","Champaign__Illinois 2008 soybean Dry Low 16/06/2004 Loda ",NA,"0.99696151249156",NA,"0.911857958148383","0.955213903743316","0.908084163898117","0.903945111492281","1.01221166892809","0.968879668049793","0.995712754555198","1.00408830744072","0.992129629629629","0.965936739659367","Champaign__Illinois","2008","soybean","Dry","Low","16/06/2004","Loda"
"29","Champaign__Illinois 2008 soybean Dry Low 16/06/2004 Pana ",NA,"1.03674351585014",NA,"1.01503267973856","0.998760842627013","0.931309904153355","1.00169491525424","1.01560283687943","0.992677824267783","0.994703389830508","1.01313002964845","1.02172928927116","0.99664147774979","Champaign__Illinois","2008","soybean","Dry","Low","16/06/2004","Pana"
"30","Horsham__Australia 2007 wheat Dry Low TOS_1 Janz ","1.04731224156169","0.905615821710575","0.97313904494382","1.11259338313767",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Dry","Low","TOS_1","Janz"
"31","Horsham__Australia 2007 wheat Dry Low TOS_1 Yitpi ","1.21592029986191","0.908959118585097","0.952534479670428","0.987827049245119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Dry","Low","TOS_1","Yitpi"
"32","Horsham__Australia 2007 wheat Dry Low TOS_2 Janz ","1.01369161868202","0.978649120451188","0.970936690114772","1.0825951235974",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Dry","Low","TOS_2","Janz"
"33","Horsham__Australia 2007 wheat Dry Low TOS_2 Yitpi ","1.08634068235004","0.911432389746082","0.952321650951788","0.963571215288145",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Dry","Low","TOS_2","Yitpi"
"34","Horsham__Australia 2007 wheat Dry Medium TOS_1 Yitpi ","1.24765654293213","0.988711922065873","0.97745149449397","0.771205437848001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Dry","Medium","TOS_1","Yitpi"
"35","Horsham__Australia 2007 wheat Dry Medium TOS_2 Yitpi ","1.00675431190447","0.973293955008169","0.996761424973012","1.04957428184929",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Dry","Medium","TOS_2","Yitpi"
"36","Horsham__Australia 2007 wheat Wet Low TOS_1 Janz ","1.24672870020355","0.932843385707045","0.953101361573374","1.00692695214106",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Wet","Low","TOS_1","Janz"
"37","Horsham__Australia 2007 wheat Wet Low TOS_1 Yitpi ","1.13404255319149","0.971155353503684","0.981288981288981","1.11955017301038",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Wet","Low","TOS_1","Yitpi"
"38","Horsham__Australia 2007 wheat Wet Low TOS_2 Janz ","1.43604852686308","0.979290147130605","0.97803212110024","0.892842105263158",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Wet","Low","TOS_2","Janz"
"39","Horsham__Australia 2007 wheat Wet Low TOS_2 Yitpi ","1.2749059645352","0.925315898660967","0.95529034556466","0.965958858659589",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Wet","Low","TOS_2","Yitpi"
"40","Horsham__Australia 2007 wheat Wet Medium TOS_1 Yitpi ","1.34355828220859","0.891908633372048","0.957137667998547","1.05126564927351",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Wet","Medium","TOS_1","Yitpi"
"41","Horsham__Australia 2007 wheat Wet Medium TOS_2 Yitpi ","1.637495510595","0.964605792960125","0.965436120159247","0.848517232166711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2007","wheat","Wet","Medium","TOS_2","Yitpi"
"42","Horsham__Australia 2008 wheat Dry Low TOS_1 Janz ","1.16317544130116","1.03309897241752","0.943415945058226","1.10504565112926",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Dry","Low","TOS_1","Janz"
"43","Horsham__Australia 2008 wheat Dry Low TOS_1 Yitpi ","1.22813198086021","0.971247262312574","0.970060893098782","0.906120434353406",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Dry","Low","TOS_1","Yitpi"
"44","Horsham__Australia 2008 wheat Dry Low TOS_2 Janz ","1.23424074363381","0.951001939237233",NA,"0.930008679870591",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Dry","Low","TOS_2","Janz"
"45","Horsham__Australia 2008 wheat Dry Low TOS_2 Yitpi ","0.888443080796161","1.02065565031983","1.00633861551293","1.03456703910615",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Dry","Low","TOS_2","Yitpi"
"46","Horsham__Australia 2008 wheat Dry Medium TOS_1 Yitpi ","1.46634677005896","0.993470982142857","0.952106359122217","0.858729074137342",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Dry","Medium","TOS_1","Yitpi"
"47","Horsham__Australia 2008 wheat Dry Medium TOS_2 Yitpi ","0.747220426632191","1.06029735682819","1.08459512837393","1.04675093177767",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Dry","Medium","TOS_2","Yitpi"
"48","Horsham__Australia 2008 wheat Wet Low TOS_1 Janz ","1.78163261420112","0.908587741785132","0.885889391507369","0.685808105077687",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Wet","Low","TOS_1","Janz"
"49","Horsham__Australia 2008 wheat Wet Low TOS_1 Yitpi ","1.38078781975319","0.921338912133891","0.853310852237891","0.813390928725702",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Wet","Low","TOS_1","Yitpi"
"50","Horsham__Australia 2008 wheat Wet Low TOS_2 Janz ","0.826248059686546","1.04517625829735","0.968881169489072","0.954645208485735",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Wet","Low","TOS_2","Janz"
"51","Horsham__Australia 2008 wheat Wet Low TOS_2 Yitpi ","1.04561448568126","1.01357592722183","1.02183759301197","1.09833585476551",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Wet","Low","TOS_2","Yitpi"
"52","Horsham__Australia 2008 wheat Wet Medium TOS_1 Yitpi ","1.34331920376593","0.946950371057514","0.88329348475792","0.807686123170928",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Wet","Medium","TOS_1","Yitpi"
"53","Horsham__Australia 2008 wheat Wet Medium TOS_2 Yitpi ","1.16137800331658","1.03602264685067","0.940802727413606","0.901555555555556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2008","wheat","Wet","Medium","TOS_2","Yitpi"
"54","Horsham__Australia 2009 wheat Dry Low TOS_1 Drysdale ","1.10141302143195","0.987066609994535","0.933774834437086","1.10637755102041",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_1","Drysdale"
"55","Horsham__Australia 2009 wheat Dry Low TOS_1 Gladius ","1.06169251188656","0.994268246083302","1.01205228314378","1.08605521286278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_1","Gladius"
"56","Horsham__Australia 2009 wheat Dry Low TOS_1 H45 ",NA,"1.01942986810382","0.946288698246923","0.908544908544909",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_1","H45"
"57","Horsham__Australia 2009 wheat Dry Low TOS_1 Hartog ",NA,"1.04033782932056","0.984086242299795","1.04699510831586",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_1","Hartog"
"58","Horsham__Australia 2009 wheat Dry Low TOS_1 Janz ","1.17533796191042","1.01171252339039","0.932841932841933","0.946603641456583",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_1","Janz"
"59","Horsham__Australia 2009 wheat Dry Low TOS_1 Silverstar ","1.30805805138596","0.955779220779221","0.942663817663818","1.0032667179093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_1","Silverstar"
"60","Horsham__Australia 2009 wheat Dry Low TOS_1 Yitpi ","1.0670709465621","0.906871770505434","0.957744163104242","1.0055841549603",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_1","Yitpi"
"61","Horsham__Australia 2009 wheat Dry Low TOS_1 Zebu ","1.44582612547112","0.959895119480365","0.936431162549663","1.01860141251368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_1","Zebu"
"62","Horsham__Australia 2009 wheat Dry Low TOS_2 Drysdale ","1.77695471607699","0.945167336010709","0.92226858290836","0.619244222719193",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_2","Drysdale"
"63","Horsham__Australia 2009 wheat Dry Low TOS_2 Gladius ","1.43045056693853","0.848398576512456","0.877591312931886","0.752013847280474",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_2","Gladius"
"64","Horsham__Australia 2009 wheat Dry Low TOS_2 H45 ","1.41080563131127","0.889478737222567","0.864646167426806","0.847526288570936",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_2","H45"
"65","Horsham__Australia 2009 wheat Dry Low TOS_2 Hartog ","1.02497135901475","0.914568826995179","0.918141252500385","0.677472628295309",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_2","Hartog"
"66","Horsham__Australia 2009 wheat Dry Low TOS_2 Janz ","1.45376170381116","1.00994694960212","0.890594431903687","0.760587726879862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_2","Janz"
"67","Horsham__Australia 2009 wheat Dry Low TOS_2 Silverstar ","1.64175648702595","0.921805899791029","0.927267458707621","0.791360628317941",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_2","Silverstar"
"68","Horsham__Australia 2009 wheat Dry Low TOS_2 Yitpi ","1.76569862074874","0.843014950957052",NA,"0.731569538791562",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_2","Yitpi"
"69","Horsham__Australia 2009 wheat Dry Low TOS_2 Zebu ","1.29856428517312","0.896005672417868","0.899159663865546","0.771207883872686",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Low","TOS_2","Zebu"
"70","Horsham__Australia 2009 wheat Dry Medium TOS_1 Yitpi ","1.1280065303643","0.934643120776787","0.923771001866833","0.849631412667369",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Medium","TOS_1","Yitpi"
"71","Horsham__Australia 2009 wheat Dry Medium TOS_2 Yitpi ","1.93791942330037","0.91400645192354","0.883145150319685","0.638269298143174",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Dry","Medium","TOS_2","Yitpi"
"72","Horsham__Australia 2009 wheat Wet Low TOS_1 Drysdale ","0.939427816454088","0.97562656641604","0.997737950234905","1.10127826941986",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_1","Drysdale"
"73","Horsham__Australia 2009 wheat Wet Low TOS_1 Gladius ","1.23090672154612","1.0421986721144","0.940699022693391","1.08426916615085",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_1","Gladius"
"74","Horsham__Australia 2009 wheat Wet Low TOS_1 H45 ","1.42900481591788","0.984715853827984","0.888868512745278","1.01849050260548",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_1","H45"
"75","Horsham__Australia 2009 wheat Wet Low TOS_1 Hartog ","0.892048884270942","0.989624505928854","0.959510682288077","1.21351696461146",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_1","Hartog"
"76","Horsham__Australia 2009 wheat Wet Low TOS_1 Janz ","1.39584763659433","0.911090682250969","0.936252306659956","0.963934967401172",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_1","Janz"
"77","Horsham__Australia 2009 wheat Wet Low TOS_1 Silverstar ","1.00070882348932","0.928553137003841","0.966728624535316","1.0144262295082",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_1","Silverstar"
"78","Horsham__Australia 2009 wheat Wet Low TOS_1 Yitpi ","1.39042479537932","0.921047833221905","0.938828917239123","0.962434502216848",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_1","Yitpi"
"79","Horsham__Australia 2009 wheat Wet Low TOS_1 Zebu ","1.2533089470827","0.962905333914234","0.935773232866882","0.901145485703978",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_1","Zebu"
"80","Horsham__Australia 2009 wheat Wet Low TOS_2 Drysdale ","1.49754270540208","1.03173559646187","0.964188649080735","0.875088464260439",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_2","Drysdale"
"81","Horsham__Australia 2009 wheat Wet Low TOS_2 Gladius ","1.36929386271244","0.949493855897797","0.934658675632217","0.919806614995012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_2","Gladius"
"82","Horsham__Australia 2009 wheat Wet Low TOS_2 H45 ","1.31761535870664","0.846575342465754","0.849854450743067","0.739028213166144",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_2","H45"
"83","Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog ","1.35679106075649","0.986177534118745","0.943539459117507","0.784798653373042",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_2","Hartog"
"84","Horsham__Australia 2009 wheat Wet Low TOS_2 Janz ","1.47935324449015","0.839354677961879","0.85584710074506","0.914793726900409",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_2","Janz"
"85","Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar ","2.27986166533653","0.888571428571429","0.866843423184563","0.737954353338969",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_2","Silverstar"
"86","Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi ","1.39120052102178","0.977690081557485","0.977816695855225","0.803086674934546",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_2","Yitpi"
"87","Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu ","1.58535174328911","0.897446565083988","0.917594654788419","0.844845651648263",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Low","TOS_2","Zebu"
"88","Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi ","1.18960864355095","0.863213249516441","0.906936048361438","0.910299735527476",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Medium","TOS_1","Yitpi"
"89","Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi ","1.28498378172105","1.00258575197889","0.970878070304456","1.00364818780236",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horsham__Australia","2009","wheat","Wet","Medium","TOS_2","Yitpi"
"90","Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr ",NA,"0.983596214511041","0.993650793650794","0.918324607329843","0.986013986013986","1.1123595505618","0.955357142857143","1.03225806451613","1.00437636761488","0.943661971830986","0.98957557706627","0.986733001658375","0.970588235294118","Horsham__Australia","2010","Field_peas","Dry","Low","25/05/2006","Bohatyr"
"91","Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa ","1.48346308584566","0.888772298006296","0.970810810810811","0.946022727272727","1.06206896551724","1.01672240802676","1.02448979591837","1.02061855670103","1.01834862385321","0.973372781065089","1.00455580865604","0.954135338345865","0.968834688346883","Horsham__Australia","2010","Field_peas","Dry","Low","25/05/2006","Kaspa"
"92","Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601 ","1.2581676491158","0.951984635083227","1.06071019473081","1.00647948164147","0.963210702341137","0.972868217054264","1.04273504273504","1.02992518703242","1.00731707317073","1.01238390092879","0.993655828707375","0.983739837398374","0.995626822157434","Horsham__Australia","2010","Field_peas","Dry","Low","25/05/2006","OZP0601"
"93","Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0902 ","1.39598040628152","0.929515418502203","1.0155601659751","0.959798994974874","0.975352112676056","1.0251572327044","0.990610328638498","0.986111111111111","0.981438515081206","0.938775510204082","0.925636007827789","0.911352040816326","0.961916461916462","Horsham__Australia","2010","Field_peas","Dry","Low","25/05/2006","OZP0902"
"94","Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Sturt ","1.0606885985445","0.940713853599516","1.00108225108225","0.976318622174381","0.970695970695971","0.922005571030641","0.963963963963964","1.05494505494505","0.989059080962801","0.997198879551821","0.988505747126437","0.980912863070539","1","Horsham__Australia","2010","Field_peas","Dry","Low","25/05/2006","Sturt"
"95","Horsham__Australia 2010 Field_peas Wet Low 25/05/2006 Bohatyr ",NA,"0.968730456535335","0.947698744769874","0.908333333333333","0.99644128113879","1.01544401544402","0.969298245614035","1.06084656084656","0.969498910675381","0.970027247956403","0.948642699926632","0.968118195956454","1.00455235204856","Horsham__Australia","2010","Field_peas","Wet","Low","25/05/2006","Bohatyr"
