"","countrycode","country","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI"
"142","AUS","Australia",0.603009564895096,0.428936867281207,3.58822433450724,3.67804118412822,3.5054641650133,3.5275634203511,3.48286547466223,3.59528101463428,3.61738026997208,3.57268232428321
"143","Australia and New Zealand","Australia & New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","AUT","Austria",0.569184079854203,0.427965586347602,3.86374955944335,3.93415754627417,3.7775444297996,3.79837019811157,3.75627570765832,3.84795241663042,3.86877818494239,3.82668369448913
"145","AZE","Azerbaijan",0.594599398816092,0.449582232845265,4.03945294184519,4.11516507233635,3.95077868130926,3.98799734596808,3.91212105905441,4.02649081180042,4.06370947645924,3.98783318954558
"146","BDI","Burundi",0.592114212343904,0.505388080453532,3.56485570651712,3.61244677081469,3.50029177339665,3.5408080439613,3.45806436164766,3.54788283769422,3.58839910825887,3.50565542594522
"147","BEL","Belgium",0.590423760697425,0.427965586347602,3.85069258015874,3.93341541720786,3.76329244090555,3.78799460901503,3.73796458727708,3.84601527795468,3.87071744606416,3.8206874243262
"148","BEN","Benin",0.622799063937535,0.501534271825393,3.67750229400072,3.74567331811374,3.62391505365,3.65017026353414,3.5969518781705,3.69208607776302,3.71834128764716,3.66512290228352
"149","BFA","Burkina Faso",0.629643473548883,0.577590689277607,4.06312794510138,4.09454789482264,4.04083088844257,4.06865574318558,4.01220959758531,4.07225083816383,4.10007569290684,4.04362954730657
"150","BGD","Bangladesh",0.585651783761064,0.482387566298118,3.61522854999473,3.67037367384648,3.5371774779291,3.56500534299822,3.50855300192732,3.59232260178084,3.62015046684997,3.56369812577907
"151","BGR","Bulgaria",0.563930257725506,0.456770035259898,3.79267758075263,3.84736681598614,3.71396407378851,3.74607358072414,3.68078924489185,3.76865330902202,3.80076281595766,3.73547848012536
"152","BHR","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","BHS","Bahamas",NA,0.438488184159075,NA,3.3874427643846,NA,NA,NA,3.27643409118121,3.29174538943319,3.26088470694598
"154","BIH","Bosnia and Herzegovina",0.608851171562302,0.439427616294098,4.03331678239816,4.1221183419736,3.9510439356491,3.98463338936417,3.91628689845536,4.03984549522454,4.0734349489396,4.0050884580308
"155","BLM","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","BLR","Belarus",0.554656147670736,0.432792211465264,3.8456115995592,3.90577877148118,3.75492219028593,3.77126748032164,3.73830528598224,3.8150893622079,3.83143465224362,3.79847245790421
"157","BLZ","Belize",0.710898007711834,0.474911229509191,3.64048669814655,3.78040434887391,3.57011372633767,3.59615284633978,3.54337840161891,3.71003137706503,3.73607049706715,3.68329605234627
"158","BMU","Bermuda",NA,0.464669243895559,NA,3.46737779018994,NA,NA,NA,3.37506153979997,3.39651497643139,3.35313774396863
"159","BOL","Bolivia (Plurinational State of)",0.730960061902753,0.479085752531057,3.43018449322002,3.58257422012934,3.35911807032522,3.38383447684589,3.33377524759861,3.51150779723453,3.53622420375521,3.48616497450793
"160","BRA","Brazil",0.720765414231563,0.523294052736822,3.70609957245134,3.82893263081267,3.6347578739999,3.6587741604309,3.61015058270801,3.75759093236124,3.78160721879224,3.73298364106934
"161","BRB","Barbados",NA,0.436600915721268,NA,3.69074997320863,NA,NA,NA,3.62581403749926,3.64819218082405,3.60292362743058
"162","BRN","Brunei Darussalam",NA,0.435653040426273,NA,3.59285421228168,NA,NA,NA,3.51332890481471,3.53425257465668,3.4919580618476
"163","BTN","",0.623440534970185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","BWA","Botswana",0.761129388578963,0.472380727077439,3.39345677631789,3.57154397374008,3.34660322929316,3.37477845173057,3.3176110913127,3.52469042671535,3.55286564915275,3.49569828873488
"165","CAA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","CAF","Central African Republic",0.73102401130245,0.503851886924174,3.34050811151975,3.48077280209159,3.29360432785354,3.3229606313889,3.26336009988881,3.43386901842537,3.46322532196073,3.40362479046065
"167","CALACA","CALACA",0.678019679657449,0.4968867132449,3.54143993160256,3.64784707170429,3.4787080209416,3.51937577653533,3.43631603055173,3.58511516104334,3.62578291663706,3.54272317065346
"168","CAN","Canada",0.588118724644867,0.428936867281207,3.88508772390538,3.96603612298782,3.81608118458946,3.83632148447504,3.79542273695885,3.89702958367191,3.91726988355749,3.8763711360413
"169","CANAME","CANAME",0.58730166371063,0.486762555000405,3.99469272475665,4.04868545438003,3.90985045348654,3.94138916761927,3.87728456520084,3.96384318310992,3.99538189724265,3.93127729482421
"170","CEA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","CEB","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","CEEAEU","CEEAEU",0.596543637774499,0.439413551080312,3.86437158747843,3.94576160892654,3.77724145019889,3.80368403105055,3.7500806240194,3.858631471647,3.88507405249866,3.83147064546752
"173","Central America","Central America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Central Asia","Central Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","CEU","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","CHE","Switzerland",0.594429733306791,0.428936867281207,3.60706506978077,3.69174500564386,3.51163579631311,3.538060264203,3.48449408014965,3.59631573217619,3.62274020006609,3.56917401601273
"177","CHI","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","CHL","Chile",0.704172098556409,0.441298172206176,3.67510393090152,3.82566106469794,3.60269427442099,3.63073907102902,3.57384021707399,3.7532514082174,3.78129620482543,3.7243973508704
"179","CHN","China, mainland",0.643056948610437,0.524744149811262,4.06447618410937,4.13355909230688,3.97177809401002,3.98778532093882,3.95551046174932,4.04086100220753,4.05686822913634,4.02459336994683
"180","CHN","China",0.643056948610437,0.524744149811262,4.08368626814955,4.15276917634706,3.99271481450284,4.008435608874,3.97674292407259,4.06179772270035,4.07751851707151,4.0458258322701
"181","CHN","China, mainland",0.643056948610437,0.524744149811262,4.06447618410937,4.13355909230688,3.97177809401002,3.98778532093882,3.95551046174932,4.04086100220753,4.05686822913634,4.02459336994683
"182","CHN","China",0.643056948610437,0.524744149811262,4.08368626814955,4.15276917634706,3.99271481450284,4.008435608874,3.97674292407259,4.06179772270035,4.07751851707151,4.0458258322701
"183","CIV","Côte d'Ivoire",0.639731573022418,0.564317048403231,NA,NA,NA,NA,NA,NA,NA,NA
"184","CIV","CÃ´te d'Ivoire",0.639731573022418,0.564317048403231,3.51550178867356,3.56090316587517,3.44794737976764,3.4690540645749,3.42638557958015,3.49334875696924,3.51445544177651,3.47178695678175
"185","CIV","Côte d'Ivoire",0.639731573022418,0.564317048403231,NA,NA,NA,NA,NA,NA,NA,NA
"186","CIV","CÃ´te d'Ivoire",0.639731573022418,0.564317048403231,3.51550178867356,3.56090316587517,3.44794737976764,3.4690540645749,3.42638557958015,3.49334875696924,3.51445544177651,3.47178695678175
"187","CLA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","CME","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","CMR","Cameroon",0.624491121365301,0.476587423862346,3.85689117072393,3.9383179647641,3.80808356338152,3.83326556878456,3.78225100714272,3.88951035742169,3.91469236282473,3.86367780118289
"190","COD","Democratic Republic of the Congo",0.657247233587957,NA,3.00028319731421,NA,2.93962395268319,2.96626402218255,2.9122547206378,NA,NA,NA
"191","COG","Congo",0.674802175239916,0.500758143565517,3.21917539614529,3.32147502482596,3.13515915881318,3.15447277709193,3.11546516622271,3.23745878749385,3.2567724057726,3.21776479490338
"192","COK","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","COL","Colombia",0.728532115447865,0.499980204875923,3.17708311089592,3.3174725298815,3.10677094834573,3.1355573801458,3.07713123427055,3.24716036733132,3.27594679913139,3.21752065325613
"194","COM","Comoros",0.783065481764489,0.487279033013975,3.29865303581866,3.48652838217666,3.22979236665704,3.25468889636889,3.20426013941804,3.41766771301505,3.44256424272689,3.39213548577604
"195","CPV","Cabo Verde",0.694553074493982,0.468119140728801,3.65753518207197,3.78916940375816,3.58734630541822,3.61434119188611,3.55960242942356,3.7189805271044,3.7459754135723,3.69123665110975
"196","CRI","Costa Rica",0.695860460145859,0.443157775521755,3.46590603550215,3.60982251849665,3.39147031505531,3.4128825385588,3.36958955759002,3.53538679804982,3.5567990215533,3.51350604058453
"197","CSA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","CSS","Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","CUB","Cuba",NA,0.445006573545981,NA,3.97491498818309,NA,NA,NA,3.90881402913002,3.93148814958698,3.88561384176965
"200","CUW","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","CYM","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","CYN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","CYP","Cyprus",NA,0.429905148832323,NA,3.48998989901415,NA,NA,NA,3.40981014872815,3.43538014557127,3.38356913164198
"204","CZE","Czech Republic",0.551105656221467,0.428936867281207,3.72262126647294,3.78248657057608,3.64323231309296,3.66820080102013,3.61762440023361,3.7030976171961,3.72806610512327,3.67748970433675
"205","DEU","Germany",0.564585129731352,0.427965586347602,3.87571476066101,3.94351567346897,3.79250220231163,3.81400215298905,3.77052982807435,3.86030311511959,3.88180306579701,3.83833074088232
"206","DJI","Djibouti",0.630641895511421,0.512215056853556,3.7457986051099,3.81347107306327,3.667653113083,3.70645658819499,3.62728293007429,3.73532558103637,3.77412905614836,3.69495539802766
"207","DMA","Dominica",NA,0.460304637208337,NA,3.7080503599745,NA,NA,NA,3.62026146176753,3.64185920267436,3.59818694216371
"208","DNK","Denmark",0.545117677732751,0.427965586347602,3.87871274568579,3.93571211542524,3.78861770520649,3.80781165282548,3.76904812839779,3.84561707494594,3.86481102256493,3.82604749813724
"209","DOM","Dominican Republic",0.674067850030109,0.466398769861772,3.33856303548821,3.45698286244603,3.25315539775279,3.27373305593545,3.23214538717762,3.37157522471061,3.39215288289327,3.35056521413544
"210","DZA","Algeria",0.603809167372676,0.494483141320715,4.01995376514325,4.07998973191969,3.93001051886165,3.96528697397371,3.89344398747914,3.9900464856381,4.02532294075015,3.95347995425558
"211","EAP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","EAS","Eastern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Eastern Africa","Eastern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Eastern Europe","Eastern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","ECA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","ECS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","ECU","Ecuador",0.686737596695488,0.454093416142425,3.19714181661919,3.32984566468479,3.10912670507874,3.12727046561078,3.09064765573271,3.24183055314434,3.25997431367638,3.2233515037983
"218","EGY","Egypt",0.578126581999125,0.503851886924174,4.24222312623604,4.28240493666451,4.16510979942159,4.19838417208002,4.13069002091341,4.20529160985006,4.23856598250849,4.17087183134188
"219","EMU","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","ERI","Eritrea",NA,0.484842368383255,NA,3.70089612438168,NA,NA,NA,3.66304354245991,3.68874208469013,3.63666712650103
"221","ESEASP","ESEASP",0.59721060049329,0.502508201767343,3.64320430548713,3.69527730973618,3.56858016282316,3.59067250727232,3.54598869921985,3.62065316707221,3.64274551152137,3.5980617034689
"222","ESH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","ESP","Spain",0.599988821410344,0.432792211465264,3.70093404545118,3.78727278920737,3.61945768561354,3.64415205165318,3.59413803425619,3.70579642936973,3.73049079540937,3.68047677801238
"224","EST","Estonia",0.607645473022924,0.464669243895559,3.89637768210667,3.97303543943806,3.81181597287855,3.83585555984825,3.78718421951213,3.88847373020994,3.91251331717965,3.86384197684352
"225","ETH","Ethiopia",0.593977449947511,0.575101349252658,3.79153327614663,3.80256710071359,3.74539341638588,3.77410883262989,3.71582898513028,3.75642724095284,3.78514265719685,3.72686280969724
"226","Europe","Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","EUU","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","EUU","European Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","EUU","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","EUU","European Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","FCS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","FIN","Finland",0.556815831235897,0.427965586347602,3.95650232382676,4.0199469872353,3.86561733012233,3.8858372459492,3.84498011707411,3.92906199353086,3.94928190935773,3.90842478048265
"233","FJI","Fiji",0.647646649767822,0.462930451198671,3.68873244631672,3.79130323647096,3.62062084901843,3.64986115252032,3.59049973021555,3.72319163917267,3.75243194267456,3.69307052036979
"234","FLK","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","FRA","France",0.589129944626248,0.428936867281207,3.89801204833268,3.97955567610383,3.81527979617722,3.83951372675146,3.79044396562167,3.89682342394838,3.92105735452262,3.87198759339283
"236","FrePol","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","FRO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","FSM","Micronesia",0.762043020194141,NA,3.41426225284864,NA,3.34249590493171,3.36211452724454,3.32248467705284,NA,NA,NA
"239","GAB","Gabon",0.639435182046081,0.442229333653903,3.66191429257581,3.76856957682297,3.59066488454718,3.61007940407654,3.57086596621836,3.69732016879435,3.71673468832371,3.67752125046552
"240","Gaza","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","GBR","United Kingdom",0.60747335777287,0.428936867281207,3.7522235339917,3.84474205613712,3.67463424609546,3.70026859637256,3.64832544899498,3.76715276824087,3.79278711851798,3.74084397114039
"242","GEO","Georgia",0.64329488194742,0.590971596703205,3.78294117508891,3.81523161360381,3.70268660205244,3.73956569784978,3.66439518731363,3.73497704056735,3.77185613636469,3.69668562582853
"243","GGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","GHA","Ghana",0.647228579012043,0.492099133457855,3.64520823802963,3.73357987619962,3.58208147582271,3.60147650630909,3.56230282554822,3.6704531139927,3.68984814447908,3.65067446371821
"245","GIN","Guinea",0.627063950389042,0.53682580740258,3.61381207788997,3.66632570308201,3.54857102501165,3.56823982232861,3.52850759110215,3.60108465020369,3.62075344752065,3.58102121629419
"246","GMB","Gambia",0.674557348692328,0.497635431731501,3.75352363168752,3.85721692856763,3.70824907433298,3.72837034971786,3.6877146050093,3.81194237121309,3.83206364659798,3.79140790188941
"247","GNB","Guinea-Bissau",0.604895456641854,0.503081134293627,3.42037230901931,3.47677625191121,3.35383965019824,3.37425423688425,3.33299960757195,3.41024359309014,3.43065817977615,3.38940355046385
"248","GNQ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","GRC","Greece",0.597772412851225,0.430870452556948,3.84613061898859,3.93197187432827,3.75041874557774,3.77790788060722,3.72215254688175,3.83626000091741,3.86374913594689,3.80799380222142
"250","GRD","Grenada",NA,0.493690373536489,NA,3.42483987287209,NA,NA,NA,3.33821342401502,3.35925200890608,3.31672268740161
"251","GRL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","GTM","Guatemala",0.728404444042723,0.538913998815958,3.53838913970771,3.6584615076984,3.48588686754803,3.54401938353954,3.42416524541065,3.60595923553872,3.66409175153024,3.54423761340135
"253","Guadeloupe","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","GUF","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","GUM","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","GUY","Guyana",0.657910401968286,0.479914320542959,3.55387449559584,3.65513866657377,3.47971479708344,3.50517315126815,3.45359134596815,3.58097896806137,3.60643732224608,3.55485551694608
"257","HIC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
