SeriesName,CountryCode,value
Population_Total,TGO,6642928
Population_Total,TON,104941
Population_Total,TTO,1337439
Population_Total,TUN,10777500
Population_Total,TUR,73997128
Population_Total,TKM,5172931
Population_Total,TCA,32427
Population_Total,TUV,9860
Population_Total,UGA,36345860
Population_Total,UKR,45593300
Population_Total,ARE,9205651
Population_Total,GBR,63695687
Population_Total,USA,313873685
Population_Total,URY,3395253
Population_Total,UZB,29774500
Population_Total,VUT,247262
Population_Total,VEN,29954782
Population_Total,VNM,88772900
Population_Total,VIR,105275
Population_Total,WBG,4046901
Population_Total,YEM,23852409
Population_Total,ZMB,14075099
Population_Total,ZWE,13724317
Population_Total,ARB,362466629
Population_Total,CSS,6964458
Population_Total,EAS,2233723905
Population_Total,EAP,1991555125
Population_Total,EMU,333228712
Population_Total,ECS,895364677
Population_Total,ECA,270395971
Population_Total,EUU,505640311
Population_Total,HPC,655971763
Population_Total,HIC,1299489520
Population_Total,OEC,1049561526
Population_Total,NOC,249927994
Population_Total,LCN,608545904
Population_Total,LAC,581379260
Population_Total,LDC,877943413
Population_Total,LMY,5743616071
Population_Total,LIC,830035274
Population_Total,LMC,2523370023
Population_Total,MEA,395316900
Population_Total,MNA,339560601
Population_Total,MIC,4913580797
Population_Total,NAC,348692795
Population_Total,INX,
Population_Total,OED,1254326493
Population_Total,OSS,19858911
Population_Total,PSS,2252782
Population_Total,SST,29076151
Population_Total,SAS,1649249388
Population_Total,SSF,912212022
Population_Total,SSA,911475726
Population_Total,UMC,2390210774
Population_Total,WLD,7043105591
Population_ages_0-14_%_of_total,AFG,47.41543579
Population_ages_0-14_%_of_total,ALB,21.32954788
Population_ages_0-14_%_of_total,DZA,27.4187088
Population_ages_0-14_%_of_total,ASM,
Population_ages_0-14_%_of_total,ADO,
Population_ages_0-14_%_of_total,AGO,47.58179855
Population_ages_0-14_%_of_total,ATG,25.35786819
Population_ages_0-14_%_of_total,ARG,24.41505241
Population_ages_0-14_%_of_total,ARM,20.34498215
Population_ages_0-14_%_of_total,ABW,19.94745255
Population_ages_0-14_%_of_total,AUS,18.94627571
Population_ages_0-14_%_of_total,AUT,14.51326275
Population_ages_0-14_%_of_total,AZE,22.246418
Population_ages_0-14_%_of_total,BHS,21.62194824
Population_ages_0-14_%_of_total,BHR,20.1646347
Population_ages_0-14_%_of_total,BGD,30.57365036
Population_ages_0-14_%_of_total,BRB,18.99258804
Population_ages_0-14_%_of_total,BLR,15.10427761
Population_ages_0-14_%_of_total,BEL,16.88110352
Population_ages_0-14_%_of_total,BLZ,34.39980316
Population_ages_0-14_%_of_total,BEN,42.95103836
Population_ages_0-14_%_of_total,BMU,
Population_ages_0-14_%_of_total,BTN,28.534338
Population_ages_0-14_%_of_total,BOL,35.23257065
Population_ages_0-14_%_of_total,BIH,16.34608078
Population_ages_0-14_%_of_total,BWA,33.75011826
Population_ages_0-14_%_of_total,BRA,24.56795883
Population_ages_0-14_%_of_total,BRN,25.75478172
Population_ages_0-14_%_of_total,BGR,13.53070736
Population_ages_0-14_%_of_total,BFA,45.66417313
Population_ages_0-14_%_of_total,BDI,44.19589233
Population_ages_0-14_%_of_total,KHM,31.23269844
Population_ages_0-14_%_of_total,CMR,43.07843781
Population_ages_0-14_%_of_total,CAN,16.36568069
Population_ages_0-14_%_of_total,CPV,30.16741562
Population_ages_0-14_%_of_total,CYM,
Population_ages_0-14_%_of_total,CAF,40.06562042
Population_ages_0-14_%_of_total,TCD,48.51749802
Population_ages_0-14_%_of_total,CHI,15.01659107
Population_ages_0-14_%_of_total,CHL,21.37989616
Population_ages_0-14_%_of_total,CHN,17.98437119
Population_ages_0-14_%_of_total,COL,28.02589417
Population_ages_0-14_%_of_total,COM,42.16553879
Population_ages_0-14_%_of_total,ZAR,45.11172867
Population_ages_0-14_%_of_total,COG,42.36766052
Population_ages_0-14_%_of_total,CRI,23.94225502
Population_ages_0-14_%_of_total,CIV,41.48465729
Population_ages_0-14_%_of_total,HRV,14.98411369
Population_ages_0-14_%_of_total,CUB,16.57544327
Population_ages_0-14_%_of_total,CUW,19.52695847
Population_ages_0-14_%_of_total,CYP,17.15775299
Population_ages_0-14_%_of_total,CZE,14.55660915
Population_ages_0-14_%_of_total,DNK,17.65829468
Population_ages_0-14_%_of_total,DJI,33.71759796
Population_ages_0-14_%_of_total,DMA,
Population_ages_0-14_%_of_total,DOM,30.53003502
Population_ages_0-14_%_of_total,ECU,30.2873745
Population_ages_0-14_%_of_total,EGY,31.24814415
Population_ages_0-14_%_of_total,SLV,30.62180901
Population_ages_0-14_%_of_total,GNQ,38.95213318
Population_ages_0-14_%_of_total,ERI,43.09656906
Population_ages_0-14_%_of_total,EST,15.68860054
Population_ages_0-14_%_of_total,ETH,43.29144287
Population_ages_0-14_%_of_total,FRO,
Population_ages_0-14_%_of_total,FJI,28.8781147
Population_ages_0-14_%_of_total,FIN,16.41531944
Population_ages_0-14_%_of_total,FRA,18.25906754
Population_ages_0-14_%_of_total,PYF,22.91226959
Population_ages_0-14_%_of_total,GAB,38.48804092
Population_ages_0-14_%_of_total,GMB,45.89853287
Population_ages_0-14_%_of_total,GEO,17.61721802
Population_ages_0-14_%_of_total,DEU,13.16596985
Population_ages_0-14_%_of_total,GHA,38.59313202
Population_ages_0-14_%_of_total,GRC,14.59634781
Population_ages_0-14_%_of_total,GRL,
Population_ages_0-14_%_of_total,GRD,26.96358681
Population_ages_0-14_%_of_total,GUM,26.64455414
Population_ages_0-14_%_of_total,GTM,40.79730606
Population_ages_0-14_%_of_total,GIN,42.45553207
Population_ages_0-14_%_of_total,GNB,41.5540657
Population_ages_0-14_%_of_total,GUY,36.77437592
Population_ages_0-14_%_of_total,HTI,35.35380936
Population_ages_0-14_%_of_total,HND,35.71740341
Population_ages_0-14_%_of_total,HKG,11.77248096
Population_ages_0-14_%_of_total,HUN,14.62104511
Population_ages_0-14_%_of_total,ISL,20.70752716
Population_ages_0-14_%_of_total,IND,29.43316841
Population_ages_0-14_%_of_total,IDN,29.2729702
Population_ages_0-14_%_of_total,IRN,23.68194771
Population_ages_0-14_%_of_total,IRQ,40.50895691
Population_ages_0-14_%_of_total,IRL,21.54361153
Population_ages_0-14_%_of_total,IMY,
Population_ages_0-14_%_of_total,ISR,27.52786636
Population_ages_0-14_%_of_total,ITA,14.04251766
Population_ages_0-14_%_of_total,JAM,27.78477478
Population_ages_0-14_%_of_total,JPN,13.11346054
Population_ages_0-14_%_of_total,JOR,34.12580109
Population_ages_0-14_%_of_total,KAZ,25.45724869
Population_ages_0-14_%_of_total,KEN,42.36788559
Population_ages_0-14_%_of_total,KIR,32.36362076
Population_ages_0-14_%_of_total,PRK,21.98086166
Population_ages_0-14_%_of_total,KOR,15.25271606
Population_ages_0-14_%_of_total,KSV,27.47747748
Population_ages_0-14_%_of_total,KWT,24.90401459
Population_ages_0-14_%_of_total,KGZ,30.20814133
Population_ages_0-14_%_of_total,LAO,35.60509491
Population_ages_0-14_%_of_total,LVA,14.57051659
Population_ages_0-14_%_of_total,LBN,21.63750648
Population_ages_0-14_%_of_total,LSO,36.75083923
Population_ages_0-14_%_of_total,LBR,43.05784607
Population_ages_0-14_%_of_total,LBY,29.45480156
Population_ages_0-14_%_of_total,LIE,
Population_ages_0-14_%_of_total,LTU,15.12854481
Population_ages_0-14_%_of_total,LUX,17.45566559
Population_ages_0-14_%_of_total,MAC,12.23259354
Population_ages_0-14_%_of_total,MKD,16.88944817
Population_ages_0-14_%_of_total,MDG,42.7164917
Population_ages_0-14_%_of_total,MWI,45.44472122
Population_ages_0-14_%_of_total,MYS,26.65264893
Population_ages_0-14_%_of_total,MDV,29.02594757
Population_ages_0-14_%_of_total,MLI,47.13750839
Population_ages_0-14_%_of_total,MLT,14.97952175
Population_ages_0-14_%_of_total,MHL,
Population_ages_0-14_%_of_total,MRT,40.21686935
Population_ages_0-14_%_of_total,MUS,20.17244911
Population_ages_0-14_%_of_total,MEX,29.00850677
Population_ages_0-14_%_of_total,FSM,35.81314468
Population_ages_0-14_%_of_total,MDA,16.51949501
Population_ages_0-14_%_of_total,MCO,
Population_ages_0-14_%_of_total,MNG,27.05114746
Population_ages_0-14_%_of_total,MNE,19.01217461
Population_ages_0-14_%_of_total,MAR,27.84571266
Population_ages_0-14_%_of_total,MOZ,45.38414383
Population_ages_0-14_%_of_total,MMR,25.27824974
Population_ages_0-14_%_of_total,NAM,36.58699417
Population_ages_0-14_%_of_total,NPL,35.57541275
Population_ages_0-14_%_of_total,NLD,17.20807648
Population_ages_0-14_%_of_total,NCL,22.79710007
Population_ages_0-14_%_of_total,NZL,20.25966263
Population_ages_0-14_%_of_total,NIC,33.36617279
Population_ages_0-14_%_of_total,NER,49.99181747
Population_ages_0-14_%_of_total,NGA,44.22186279
Population_ages_0-14_%_of_total,MNP,
Population_ages_0-14_%_of_total,NOR,18.63674927
Population_ages_0-14_%_of_total,OMN,24.19437981
Population_ages_0-14_%_of_total,PAK,34.32061005
Population_ages_0-14_%_of_total,PLW,
Population_ages_0-14_%_of_total,PAN,28.6485405
Population_ages_0-14_%_of_total,PNG,38.37118912
Population_ages_0-14_%_of_total,PRY,32.77565002
Population_ages_0-14_%_of_total,PER,29.17706108
Population_ages_0-14_%_of_total,PHL,34.53333664
Population_ages_0-14_%_of_total,POL,14.91011047
Population_ages_0-14_%_of_total,PRT,14.91592121
Population_ages_0-14_%_of_total,PRI,19.79553604
Population_ages_0-14_%_of_total,QAT,13.28227901
Population_ages_0-14_%_of_total,ROM,15.04990578
Population_ages_0-14_%_of_total,RUS,15.44885731
Population_ages_0-14_%_of_total,RWA,43.56055069
Population_ages_0-14_%_of_total,WSM,37.87939072
Population_ages_0-14_%_of_total,SMR,
Population_ages_0-14_%_of_total,STP,41.6027832
Population_ages_0-14_%_of_total,SAU,29.68611526
Population_ages_0-14_%_of_total,SEN,43.54257584
Population_ages_0-14_%_of_total,SRB,16.4513607
Population_ages_0-14_%_of_total,SYC,22.14665604
Population_ages_0-14_%_of_total,SLE,41.73833466
Population_ages_0-14_%_of_total,SGP,16.47517395
Population_ages_0-14_%_of_total,SXM,
Population_ages_0-14_%_of_total,SVK,15.00325871
Population_ages_0-14_%_of_total,SVN,14.15517712
Population_ages_0-14_%_of_total,SLB,40.37332916
Population_ages_0-14_%_of_total,SOM,47.34925461
Population_ages_0-14_%_of_total,ZAF,29.52565384
Population_ages_0-14_%_of_total,SSD,42.28022766
Population_ages_0-14_%_of_total,ESP,15.20176792
Population_ages_0-14_%_of_total,LKA,25.15170288
Population_ages_0-14_%_of_total,KNA,
Population_ages_0-14_%_of_total,LCA,24.30806732
Population_ages_0-14_%_of_total,MAF,
Population_ages_0-14_%_of_total,VCT,25.70378494
Population_ages_0-14_%_of_total,SDN,41.4777832
Population_ages_0-14_%_of_total,SUR,27.83041954
Population_ages_0-14_%_of_total,SWZ,38.04546738
Population_ages_0-14_%_of_total,SWE,16.70770454
Population_ages_0-14_%_of_total,CHE,14.79190922
Population_ages_0-14_%_of_total,SYR,35.35453415
Population_ages_0-14_%_of_total,TJK,35.75149918
Population_ages_0-14_%_of_total,TZA,44.85217285
Population_ages_0-14_%_of_total,THA,18.4662571
Population_ages_0-14_%_of_total,TMP,46.33050919
Population_ages_0-14_%_of_total,TGO,41.89191818
Population_ages_0-14_%_of_total,TON,37.32382965
Population_ages_0-14_%_of_total,TTO,20.72969246
Population_ages_0-14_%_of_total,TUN,23.22290421
Population_ages_0-14_%_of_total,TUR,26.00077629
Population_ages_0-14_%_of_total,TKM,28.64845848
Population_ages_0-14_%_of_total,TCA,
Population_ages_0-14_%_of_total,TUV,
Population_ages_0-14_%_of_total,UGA,48.54263306
Population_ages_0-14_%_of_total,UKR,14.17884445
Population_ages_0-14_%_of_total,ARE,14.41183281
Population_ages_0-14_%_of_total,GBR,17.53885651
Population_ages_0-14_%_of_total,USA,19.63286018
Population_ages_0-14_%_of_total,URY,22.04660416
Population_ages_0-14_%_of_total,UZB,28.8974514
Population_ages_0-14_%_of_total,VUT,37.37371826
Population_ages_0-14_%_of_total,VEN,28.8359375
Population_ages_0-14_%_of_total,VNM,22.87194443
Population_ages_0-14_%_of_total,VIR,20.61862373
Population_ages_0-14_%_of_total,WBG,40.7035141
Population_ages_0-14_%_of_total,YEM,40.71656799
Population_ages_0-14_%_of_total,ZMB,46.7305336
Population_ages_0-14_%_of_total,ZWE,40.24404144
Population_ages_0-14_%_of_total,ARB,32.82603777
Population_ages_0-14_%_of_total,CSS,26.89880676
Population_ages_0-14_%_of_total,EAS,20.41396897
Population_ages_0-14_%_of_total,EAP,21.0698719
Population_ages_0-14_%_of_total,EMU,15.32158129
Population_ages_0-14_%_of_total,ECS,17.45260964
Population_ages_0-14_%_of_total,ECA,21.760314
Population_ages_0-14_%_of_total,EUU,15.55117174
Population_ages_0-14_%_of_total,HPC,43.87536929
Population_ages_0-14_%_of_total,HIC,16.97150442
Population_ages_0-14_%_of_total,OEC,16.81583809
Population_ages_0-14_%_of_total,NOC,17.6945627
Population_ages_0-14_%_of_total,LCN,27.30848575
Population_ages_0-14_%_of_total,LAC,27.59219965
Population_ages_0-14_%_of_total,LDC,40.30234333
Population_ages_0-14_%_of_total,LMY,28.51306387
Population_ages_0-14_%_of_total,LIC,39.44119355
Population_ages_0-14_%_of_total,LMC,31.51749961
Population_ages_0-14_%_of_total,MEA,29.65678906
Population_ages_0-14_%_of_total,MNA,30.36989874
Population_ages_0-14_%_of_total,MIC,26.66625221
Population_ages_0-14_%_of_total,NAC,19.30715893
Population_ages_0-14_%_of_total,INX,
Population_ages_0-14_%_of_total,OED,18.51502818
Population_ages_0-14_%_of_total,OSS,36.32601111
Population_ages_0-14_%_of_total,PSS,34.4428252
Population_ages_0-14_%_of_total,SST,33.9510317
Population_ages_0-14_%_of_total,SAS,30.44532022
Population_ages_0-14_%_of_total,SSF,43.16088901
Population_ages_0-14_%_of_total,SSA,43.16428887
Population_ages_0-14_%_of_total,UMC,21.5479587
Population_ages_0-14_%_of_total,WLD,26.41512407
Population_ages_15-64_%_of_total,AFG,50.3073349
Population_ages_15-64_%_of_total,ALB,68.10437775
Population_ages_15-64_%_of_total,DZA,67.91448212
Population_ages_15-64_%_of_total,ASM,
Population_ages_15-64_%_of_total,ADO,
Population_ages_15-64_%_of_total,AGO,50.01420975
Population_ages_15-64_%_of_total,ATG,67.50160217
Population_ages_15-64_%_of_total,ARG,64.75757599
Population_ages_15-64_%_of_total,ARM,69.34475708
Population_ages_15-64_%_of_total,ABW,69.03129578
Population_ages_15-64_%_of_total,AUS,67.06570435
Population_ages_15-64_%_of_total,AUT,67.23709869
Population_ages_15-64_%_of_total,AZE,72.06813049
Population_ages_15-64_%_of_total,BHS,70.9595108
Population_ages_15-64_%_of_total,BHR,77.71611786
Population_ages_15-64_%_of_total,BGD,64.71382141
Population_ages_15-64_%_of_total,BRB,70.38425446
Population_ages_15-64_%_of_total,BLR,71.12935638
Population_ages_15-64_%_of_total,BEL,65.48615265
Population_ages_15-64_%_of_total,BLZ,61.67098618
Population_ages_15-64_%_of_total,BEN,54.16282272
Population_ages_15-64_%_of_total,BMU,
Population_ages_15-64_%_of_total,BTN,66.7688446
Population_ages_15-64_%_of_total,BOL,59.93885422
Population_ages_15-64_%_of_total,BIH,68.19667053
Population_ages_15-64_%_of_total,BWA,62.67961121
Population_ages_15-64_%_of_total,BRA,68.13129425
Population_ages_15-64_%_of_total,BRN,70.20289612
Population_ages_15-64_%_of_total,BGR,67.54784393
Population_ages_15-64_%_of_total,BFA,51.88666916
Population_ages_15-64_%_of_total,BDI,53.36549377
Population_ages_15-64_%_of_total,KHM,63.51365662
Population_ages_15-64_%_of_total,CMR,53.69530869
Population_ages_15-64_%_of_total,CAN,68.81270599
Population_ages_15-64_%_of_total,CPV,64.33522797
Population_ages_15-64_%_of_total,CYM,
Population_ages_15-64_%_of_total,CAF,56.08392715
Population_ages_15-64_%_of_total,TCD,49.04636383
Population_ages_15-64_%_of_total,CHI,68.66933441
Population_ages_15-64_%_of_total,CHL,68.91781616
Population_ages_15-64_%_of_total,CHN,73.33599854
Population_ages_15-64_%_of_total,COL,66.01113129
Population_ages_15-64_%_of_total,COM,54.97398758
Population_ages_15-64_%_of_total,ZAR,52.04376602
Population_ages_15-64_%_of_total,COG,54.24699783
Population_ages_15-64_%_of_total,CRI,69.22386932
Population_ages_15-64_%_of_total,CIV,55.37460327
Population_ages_15-64_%_of_total,HRV,67.02549744
Population_ages_15-64_%_of_total,CUB,70.40896606
Population_ages_15-64_%_of_total,CUW,66.80339813
Population_ages_15-64_%_of_total,CYP,70.81809235
Population_ages_15-64_%_of_total,CZE,69.23132324
Population_ages_15-64_%_of_total,DNK,64.86437225
Population_ages_15-64_%_of_total,DJI,62.40513611
Population_ages_15-64_%_of_total,DMA,
Population_ages_15-64_%_of_total,DOM,63.27905655
Population_ages_15-64_%_of_total,ECU,63.31578064
Population_ages_15-64_%_of_total,EGY,63.10633087
Population_ages_15-64_%_of_total,SLV,62.31998444
Population_ages_15-64_%_of_total,GNQ,58.24396896
Population_ages_15-64_%_of_total,ERI,54.69986343
Population_ages_15-64_%_of_total,EST,66.4943924
Population_ages_15-64_%_of_total,ETH,53.32262802
Population_ages_15-64_%_of_total,FRO,
Population_ages_15-64_%_of_total,FJI,65.91829681
Population_ages_15-64_%_of_total,FIN,65.25970459
Population_ages_15-64_%_of_total,FRA,64.27513885
Population_ages_15-64_%_of_total,PYF,69.97377777
Population_ages_15-64_%_of_total,GAB,56.30489731
Population_ages_15-64_%_of_total,GMB,51.65777588
Population_ages_15-64_%_of_total,GEO,68.11306
Population_ages_15-64_%_of_total,DEU,65.73312378
Population_ages_15-64_%_of_total,GHA,57.89441299
Population_ages_15-64_%_of_total,GRC,66.00112915
Population_ages_15-64_%_of_total,GRL,
Population_ages_15-64_%_of_total,GRD,65.91204071
Population_ages_15-64_%_of_total,GUM,65.56047058
Population_ages_15-64_%_of_total,GTM,54.69511032
Population_ages_15-64_%_of_total,GIN,54.42235947
Population_ages_15-64_%_of_total,GNB,55.54197693
Population_ages_15-64_%_of_total,GUY,59.92966843
Population_ages_15-64_%_of_total,HTI,60.140625
Population_ages_15-64_%_of_total,HND,59.88955688
Population_ages_15-64_%_of_total,HKG,74.65155029
Population_ages_15-64_%_of_total,HUN,68.33612061
Population_ages_15-64_%_of_total,ISL,66.73765564
Population_ages_15-64_%_of_total,IND,65.37146759
Population_ages_15-64_%_of_total,IDN,65.59831238
Population_ages_15-64_%_of_total,IRN,71.07524872
Population_ages_15-64_%_of_total,IRQ,56.23461151
Population_ages_15-64_%_of_total,IRL,66.69876099
Population_ages_15-64_%_of_total,IMY,
Population_ages_15-64_%_of_total,ISR,61.93118668
Population_ages_15-64_%_of_total,ITA,65.13460541
Population_ages_15-64_%_of_total,JAM,64.32936096
Population_ages_15-64_%_of_total,JPN,62.48884201
Population_ages_15-64_%_of_total,JOR,62.3854332
Population_ages_15-64_%_of_total,KAZ,67.98840332
Population_ages_15-64_%_of_total,KEN,54.99032593
Population_ages_15-64_%_of_total,KIR,63.61498642
Population_ages_15-64_%_of_total,PRK,68.79073334
Population_ages_15-64_%_of_total,KOR,72.93548584
Population_ages_15-64_%_of_total,KSV,65.87837838
Population_ages_15-64_%_of_total,KWT,72.91806793
Population_ages_15-64_%_of_total,KGZ,65.61834717
Population_ages_15-64_%_of_total,LAO,60.6386528
Population_ages_15-64_%_of_total,LVA,66.89862823
Population_ages_15-64_%_of_total,LBN,69.7967453
Population_ages_15-64_%_of_total,LSO,59.05042267
Population_ages_15-64_%_of_total,LBR,53.89469147
Population_ages_15-64_%_of_total,LBY,65.83327484
Population_ages_15-64_%_of_total,LIE,
Population_ages_15-64_%_of_total,LTU,69.29292297
Population_ages_15-64_%_of_total,LUX,68.46588898
Population_ages_15-64_%_of_total,MAC,80.04895782
Population_ages_15-64_%_of_total,MKD,71.06913757
Population_ages_15-64_%_of_total,MDG,54.46413803
Population_ages_15-64_%_of_total,MWI,51.40565109
Population_ages_15-64_%_of_total,MYS,68.1858902
Population_ages_15-64_%_of_total,MDV,65.99328613
Population_ages_15-64_%_of_total,MLI,50.04598999
Population_ages_15-64_%_of_total,MLT,69.41654968
Population_ages_15-64_%_of_total,MHL,
Population_ages_15-64_%_of_total,MRT,56.62992859
Population_ages_15-64_%_of_total,MUS,71.45076752
Population_ages_15-64_%_of_total,MEX,64.72747803
Population_ages_15-64_%_of_total,FSM,60.2388916
Population_ages_15-64_%_of_total,MDA,72.24614716
Population_ages_15-64_%_of_total,MCO,
Population_ages_15-64_%_of_total,MNG,69.14604187
Population_ages_15-64_%_of_total,MNE,68.22524261
Population_ages_15-64_%_of_total,MAR,67.1728363
Population_ages_15-64_%_of_total,MOZ,51.35712814
Population_ages_15-64_%_of_total,MMR,69.55769348
Population_ages_15-64_%_of_total,NAM,59.90493774
Population_ages_15-64_%_of_total,NPL,59.35587692
Population_ages_15-64_%_of_total,NLD,66.34661102
Population_ages_15-64_%_of_total,NCL,67.27104187
Population_ages_15-64_%_of_total,NZL,66.10697174
Population_ages_15-64_%_of_total,NIC,62.00191116
Population_ages_15-64_%_of_total,NER,47.40300751
Population_ages_15-64_%_of_total,NGA,53.05238342
Population_ages_15-64_%_of_total,MNP,
Population_ages_15-64_%_of_total,NOR,65.86174011
Population_ages_15-64_%_of_total,OMN,73.05121613
Population_ages_15-64_%_of_total,PAK,61.31783295
Population_ages_15-64_%_of_total,PLW,
Population_ages_15-64_%_of_total,PAN,64.27902222
Population_ages_15-64_%_of_total,PNG,58.77227783
Population_ages_15-64_%_of_total,PRY,61.86515045
Population_ages_15-64_%_of_total,PER,64.56564331
Population_ages_15-64_%_of_total,PHL,61.63716125
Population_ages_15-64_%_of_total,POL,71.04075623
Population_ages_15-64_%_of_total,PRT,66.58392334
Population_ages_15-64_%_of_total,PRI,66.67035675
Population_ages_15-64_%_of_total,QAT,85.71875
Population_ages_15-64_%_of_total,ROM,69.99074554
Population_ages_15-64_%_of_total,RUS,71.59133911
Population_ages_15-64_%_of_total,RWA,54.11128998
Population_ages_15-64_%_of_total,WSM,57.0234375
Population_ages_15-64_%_of_total,SMR,
Population_ages_15-64_%_of_total,STP,54.95114136
Population_ages_15-64_%_of_total,SAU,67.40074158
Population_ages_15-64_%_of_total,SEN,53.43685532
Population_ages_15-64_%_of_total,SRB,69.51953125
Population_ages_15-64_%_of_total,SYC,70.18377686
Population_ages_15-64_%_of_total,SLE,55.6450386
Population_ages_15-64_%_of_total,SGP,73.78318024
