AreaName,ElementName,ItemName,Value
Eritrea,Food supply (kcal/capita/day),Palm Oil,0
Eritrea,Food supply (kcal/capita/day),Palmkernel Oil,0
Eritrea,Food supply (kcal/capita/day),Peas,3
Eritrea,Food supply (kcal/capita/day),Pelagic Fish,1
Eritrea,Food supply (kcal/capita/day),Pepper,0
Eritrea,Food supply (kcal/capita/day),Pigmeat,0
Eritrea,Food supply (kcal/capita/day),Pimento,0
Eritrea,Food supply (kcal/capita/day),Pineapples and products,0
Eritrea,Food supply (kcal/capita/day),Plantains,0
Eritrea,Food supply (kcal/capita/day),Potatoes and products,0
Eritrea,Food supply (kcal/capita/day),Poultry Meat,1
Eritrea,Food supply (kcal/capita/day),"Pulses, Other and products",68
Eritrea,Food supply (kcal/capita/day),Rape and Mustard Oil,0
Eritrea,Food supply (kcal/capita/day),Rape and Mustardseed,0
Eritrea,Food supply (kcal/capita/day),Rice (Milled Equivalent),1
Eritrea,Food supply (kcal/capita/day),Ricebran Oil,0
Eritrea,Food supply (kcal/capita/day),"Roots, Other",33
Eritrea,Food supply (kcal/capita/day),Rye and products,0
Eritrea,Food supply (kcal/capita/day),Sesame seed,1
Eritrea,Food supply (kcal/capita/day),Sesameseed Oil,3
Eritrea,Food supply (kcal/capita/day),Sorghum and products,621
Eritrea,Food supply (kcal/capita/day),Soyabean Oil,5
Eritrea,Food supply (kcal/capita/day),Soyabeans,0
Eritrea,Food supply (kcal/capita/day),"Spices, Other",1
Eritrea,Food supply (kcal/capita/day),Sugar (Raw Equivalent),60
Eritrea,Food supply (kcal/capita/day),Sugar beet,0
Eritrea,Food supply (kcal/capita/day),Sugar cane,0
Eritrea,Food supply (kcal/capita/day),Sugar non-centrifugal,0
Eritrea,Food supply (kcal/capita/day),Sunflower seed,0
Eritrea,Food supply (kcal/capita/day),Sunflowerseed Oil,14
Eritrea,Food supply (kcal/capita/day),Sweet potatoes,0
Eritrea,Food supply (kcal/capita/day),"Sweeteners, Other",0
Eritrea,Food supply (kcal/capita/day),Tea (including mate),0
Eritrea,Food supply (kcal/capita/day),Tomatoes and products,1
Eritrea,Food supply (kcal/capita/day),"Vegetables, Other",5
Eritrea,Food supply (kcal/capita/day),Wheat and products,424
Eritrea,Food supply (kcal/capita/day),Wine,0
Eritrea,Food supply (kcal/capita/day),Yams,0
Eritrea,Food supply (kcal/capita/day),"Aquatic Products, Other",0
Eritrea,Food supply (kcal/capita/day),Eggs,1
Eritrea,Food supply (kcal/capita/day),Milk - Excluding Butter,43
Eritrea,Food supply (kcal/capita/day),Miscellaneous,0
Eritrea,Food supply (kcal/capita/day),Offals,5
Eritrea,Food supply (kcal/capita/day),Treenuts,0
Seychelles,Food supply (kcal/capita/day),"Alcohol, Non-Food",0
Seychelles,Food supply (kcal/capita/day),Apples and products,8
Seychelles,Food supply (kcal/capita/day),"Aquatic Animals, Others",0
Seychelles,Food supply (kcal/capita/day),Aquatic Plants,0
Seychelles,Food supply (kcal/capita/day),Bananas,28
Seychelles,Food supply (kcal/capita/day),Barley and products,6
Seychelles,Food supply (kcal/capita/day),Beans,8
Seychelles,Food supply (kcal/capita/day),Beer,42
Seychelles,Food supply (kcal/capita/day),"Beverages, Alcoholic",7
Seychelles,Food supply (kcal/capita/day),"Beverages, Fermented",0
Seychelles,Food supply (kcal/capita/day),Bovine Meat,14
Seychelles,Food supply (kcal/capita/day),"Butter, Ghee",7
Seychelles,Food supply (kcal/capita/day),Cassava and products,10
Seychelles,Food supply (kcal/capita/day),Cephalopods,2
Seychelles,Food supply (kcal/capita/day),"Cereals, Other",30
Seychelles,Food supply (kcal/capita/day),"Citrus, Other",1
Seychelles,Food supply (kcal/capita/day),Cloves,0
Seychelles,Food supply (kcal/capita/day),Cocoa Beans and products,29
Seychelles,Food supply (kcal/capita/day),Coconut Oil,4
Seychelles,Food supply (kcal/capita/day),Coconuts - Incl Copra,91
Seychelles,Food supply (kcal/capita/day),Coffee and products,1
Seychelles,Food supply (kcal/capita/day),Cottonseed,0
Seychelles,Food supply (kcal/capita/day),Cottonseed Oil,0
Seychelles,Food supply (kcal/capita/day),Cream,7
Seychelles,Food supply (kcal/capita/day),Crustaceans,4
Seychelles,Food supply (kcal/capita/day),Dates,0
Seychelles,Food supply (kcal/capita/day),Demersal Fish,20
Seychelles,Food supply (kcal/capita/day),"Fats, Animals, Raw",12
Seychelles,Food supply (kcal/capita/day),"Fish, Body Oil",0
Seychelles,Food supply (kcal/capita/day),"Fish, Liver Oil",0
Seychelles,Food supply (kcal/capita/day),Freshwater Fish,0
Seychelles,Food supply (kcal/capita/day),"Fruits, Other",26
Seychelles,Food supply (kcal/capita/day),Grapefruit and products,0
Seychelles,Food supply (kcal/capita/day),Grapes and products (excl wine),1
Seychelles,Food supply (kcal/capita/day),Groundnut Oil,3
Seychelles,Food supply (kcal/capita/day),Groundnuts (Shelled Eq),14
Seychelles,Food supply (kcal/capita/day),Honey,1
Seychelles,Food supply (kcal/capita/day),"Lemons, Limes and products",0
Seychelles,Food supply (kcal/capita/day),Maize and products,276
Seychelles,Food supply (kcal/capita/day),Maize Germ Oil,1
Seychelles,Food supply (kcal/capita/day),"Marine Fish, Other",23
Seychelles,Food supply (kcal/capita/day),"Meat, Aquatic Mammals",0
Seychelles,Food supply (kcal/capita/day),"Meat, Other",1
Seychelles,Food supply (kcal/capita/day),Millet and products,0
Seychelles,Food supply (kcal/capita/day),"Molluscs, Other",0
Seychelles,Food supply (kcal/capita/day),Mutton & Goat Meat,12
Seychelles,Food supply (kcal/capita/day),Oats,4
Seychelles,Food supply (kcal/capita/day),"Oilcrops Oil, Other",19
Seychelles,Food supply (kcal/capita/day),"Oilcrops, Other",0
Seychelles,Food supply (kcal/capita/day),Olive Oil,35
Seychelles,Food supply (kcal/capita/day),Olives (including preserved),0
Seychelles,Food supply (kcal/capita/day),Onions,3
Seychelles,Food supply (kcal/capita/day),"Oranges, Mandarines",7
Seychelles,Food supply (kcal/capita/day),Palm kernels,0
Seychelles,Food supply (kcal/capita/day),Palm Oil,0
Seychelles,Food supply (kcal/capita/day),Palmkernel Oil,0
Seychelles,Food supply (kcal/capita/day),Peas,0
Seychelles,Food supply (kcal/capita/day),Pelagic Fish,59
Seychelles,Food supply (kcal/capita/day),Pepper,0
Seychelles,Food supply (kcal/capita/day),Pigmeat,82
Seychelles,Food supply (kcal/capita/day),Pimento,2
Seychelles,Food supply (kcal/capita/day),Pineapples and products,2
Seychelles,Food supply (kcal/capita/day),Plantains,0
Seychelles,Food supply (kcal/capita/day),Potatoes and products,65
Seychelles,Food supply (kcal/capita/day),Poultry Meat,64
Seychelles,Food supply (kcal/capita/day),"Pulses, Other and products",46
Seychelles,Food supply (kcal/capita/day),Rape and Mustard Oil,0
Seychelles,Food supply (kcal/capita/day),Rape and Mustardseed,2
Seychelles,Food supply (kcal/capita/day),Rice (Milled Equivalent),354
Seychelles,Food supply (kcal/capita/day),Ricebran Oil,0
Seychelles,Food supply (kcal/capita/day),"Roots, Other",1
Seychelles,Food supply (kcal/capita/day),Rye and products,1
Seychelles,Food supply (kcal/capita/day),Sesame seed,0
Seychelles,Food supply (kcal/capita/day),Sesameseed Oil,0
Seychelles,Food supply (kcal/capita/day),Sorghum and products,0
Seychelles,Food supply (kcal/capita/day),Soyabean Oil,0
Seychelles,Food supply (kcal/capita/day),Soyabeans,20
Seychelles,Food supply (kcal/capita/day),"Spices, Other",16
Seychelles,Food supply (kcal/capita/day),Sugar (Raw Equivalent),251
Seychelles,Food supply (kcal/capita/day),Sugar beet,0
Seychelles,Food supply (kcal/capita/day),Sugar cane,0
Seychelles,Food supply (kcal/capita/day),Sugar non-centrifugal,0
Seychelles,Food supply (kcal/capita/day),Sunflower seed,0
Seychelles,Food supply (kcal/capita/day),Sunflowerseed Oil,61
Seychelles,Food supply (kcal/capita/day),Sweet potatoes,0
Seychelles,Food supply (kcal/capita/day),"Sweeteners, Other",11
Seychelles,Food supply (kcal/capita/day),Tea (including mate),2
Seychelles,Food supply (kcal/capita/day),Tomatoes and products,14
Seychelles,Food supply (kcal/capita/day),"Vegetables, Other",44
Seychelles,Food supply (kcal/capita/day),Wheat and products,429
Seychelles,Food supply (kcal/capita/day),Wine,12
Seychelles,Food supply (kcal/capita/day),Yams,0
Seychelles,Food supply (kcal/capita/day),"Aquatic Products, Other",0
Seychelles,Food supply (kcal/capita/day),Eggs,32
Seychelles,Food supply (kcal/capita/day),Milk - Excluding Butter,62
Seychelles,Food supply (kcal/capita/day),Miscellaneous,22
Seychelles,Food supply (kcal/capita/day),Offals,2
Seychelles,Food supply (kcal/capita/day),Treenuts,10
